encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec
resnetse5,device:RealWorld_thigh:10,192,1,5,1,RealWorld_thigh,0.22951388888888888,0.1666982512086271,0.21651785714285715,0.1714241231401269,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,2,RealWorld_thigh,0.21597222222222223,0.15447010664226055,0.30245535714285715,0.23487084469487277,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,3,RealWorld_thigh,0.2454861111111111,0.18946054100642837,0.3364955357142857,0.270963911230723,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,4,RealWorld_thigh,0.2982638888888889,0.23875719395520423,0.30189732142857145,0.24992741630628768,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,5,RealWorld_thigh,0.37881944444444443,0.3282611217301327,0.31919642857142855,0.2800239977451274,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,6,RealWorld_thigh,0.503125,0.464765877721057,0.4213169642857143,0.3769424763952694,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,7,RealWorld_thigh,0.54375,0.5062639249005565,0.45870535714285715,0.42226066122046996,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,8,RealWorld_thigh,0.5552083333333333,0.5197767773156272,0.4765625,0.44485477473132323,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,9,RealWorld_thigh,0.5621527777777777,0.5296225238714851,0.5066964285714286,0.47597889878957084,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,10,RealWorld_thigh,0.5829861111111111,0.5539808194796686,0.5200892857142857,0.4903692172413024,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,11,RealWorld_thigh,0.5899305555555555,0.5630697742773437,0.5267857142857143,0.4966136965683841,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,12,RealWorld_thigh,0.59375,0.5695543948814141,0.5318080357142857,0.4990604911454302,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,13,RealWorld_thigh,0.5875,0.5656732495266171,0.5106026785714286,0.4799500074200677,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,14,RealWorld_thigh,0.5958333333333333,0.5784301049484296,0.5078125,0.4784411334728285,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,15,RealWorld_thigh,0.60625,0.5926907588105309,0.5066964285714286,0.47848101252313663,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,16,RealWorld_thigh,0.6211805555555555,0.6110566873458948,0.5145089285714286,0.48544415229799437,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,17,RealWorld_thigh,0.6326388888888889,0.6254572792464679,0.5206473214285714,0.49047087844667603,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,18,RealWorld_thigh,0.6517361111111111,0.6471123383357095,0.5396205357142857,0.508229490267413,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,19,RealWorld_thigh,0.6746527777777778,0.6724099633494642,0.5619419642857143,0.5284648637085202,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,20,RealWorld_thigh,0.6767361111111111,0.6753127918592541,0.5630580357142857,0.5286453957007996,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,21,RealWorld_thigh,0.6802083333333333,0.6797425141433749,0.5658482142857143,0.5313719479733839,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,22,RealWorld_thigh,0.6878472222222223,0.6890111632925057,0.5703125,0.5352805162823493,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,23,RealWorld_thigh,0.6934027777777778,0.6956112315050449,0.5719866071428571,0.5370778332867067,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,24,RealWorld_thigh,0.6940972222222223,0.6968803196416876,0.5719866071428571,0.5367201882741697,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,25,RealWorld_thigh,0.6954861111111111,0.6986283641880336,0.5764508928571429,0.5401835802914711,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,26,RealWorld_thigh,0.696875,0.7002952663553154,0.5786830357142857,0.5422393237685154,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,27,RealWorld_thigh,0.7020833333333333,0.7056350445498478,0.5825892857142857,0.5453648670568542,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,28,RealWorld_thigh,0.7055555555555556,0.7092035579365228,0.5825892857142857,0.5443680799917712,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,29,RealWorld_thigh,0.7059027777777778,0.7095244099445726,0.5837053571428571,0.5455573542422221,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,30,RealWorld_thigh,0.7069444444444445,0.7106371971414637,0.5853794642857143,0.5469079409807337,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,31,RealWorld_thigh,0.709375,0.71303317244407,0.5803571428571429,0.5425790688808046,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,32,RealWorld_thigh,0.7125,0.7160098142761625,0.5770089285714286,0.5401742037168502,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,33,RealWorld_thigh,0.7111111111111111,0.7146554294883968,0.5764508928571429,0.5404439018258266,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,34,RealWorld_thigh,0.7104166666666667,0.7141297598376514,0.5731026785714286,0.5375194382836894,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,35,RealWorld_thigh,0.7111111111111111,0.7147671871925514,0.5719866071428571,0.5364632737170889,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,36,RealWorld_thigh,0.7104166666666667,0.7139789389428198,0.5703125,0.5355272559438644,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,37,RealWorld_thigh,0.7090277777777778,0.7125413953210339,0.5691964285714286,0.535964182372277,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,38,RealWorld_thigh,0.7121527777777777,0.7155108494667263,0.5703125,0.5393647644039479,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,39,RealWorld_thigh,0.715625,0.7186407725735559,0.5641741071428571,0.5342105640943215,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,40,RealWorld_thigh,0.7138888888888889,0.7169071238961903,0.5619419642857143,0.5334147849792132,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,41,RealWorld_thigh,0.7125,0.7154232277868594,0.5675223214285714,0.5407940864717411,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,42,RealWorld_thigh,0.7118055555555556,0.7147983061006483,0.5652901785714286,0.5400152313014268,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,43,RealWorld_thigh,0.7097222222222223,0.7128078963108951,0.5736607142857143,0.5516381994621475,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,44,RealWorld_thigh,0.7090277777777778,0.7121333821930426,0.5753348214285714,0.5545851391180345,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,45,RealWorld_thigh,0.7104166666666667,0.7135582952397131,0.5786830357142857,0.5602688954512388,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,46,RealWorld_thigh,0.7107638888888889,0.7137968452304196,0.5825892857142857,0.5660293567590927,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,47,RealWorld_thigh,0.7090277777777778,0.7121605997603231,0.5803571428571429,0.5640515887218792,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,48,RealWorld_thigh,0.7083333333333334,0.7112473251098588,0.5764508928571429,0.5615860513870817,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,49,RealWorld_thigh,0.70625,0.7090525410989951,0.5747767857142857,0.560536049854611,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,50,RealWorld_thigh,0.7055555555555556,0.7085657291429338,0.5797991071428571,0.5650396788826422,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,51,RealWorld_thigh,0.7034722222222223,0.7062992228427439,0.5758928571428571,0.5616560713404409,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,52,RealWorld_thigh,0.7027777777777777,0.7054897420196268,0.5786830357142857,0.5655183998446796,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,53,RealWorld_thigh,0.7027777777777777,0.7054572175788593,0.5786830357142857,0.5663134217442999,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,54,RealWorld_thigh,0.7045138888888889,0.7072061279058194,0.5920758928571429,0.5804624773763981,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,55,RealWorld_thigh,0.703125,0.7058454687991609,0.5904017857142857,0.5794863934971995,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
resnetse5,device:RealWorld_thigh:10,192,1,5,56,RealWorld_thigh,0.7052083333333333,0.7074980956214922,0.6021205357142857,0.591393116628895,14.909286499023438,14.909286499023438,tfc,2,100,single:RealWorld_thigh:10@full
